"app_name","enclosing_method","start_line","end_line","retried_method","retried_method_thrown_exception","is_exception_retried","github_link"
"hadoop_ee7d178","org.apache.hadoop.fs.azure.WasbRemoteCallHelper.retryableRequest",129,231,"org.apache.http.HttpEntity.getContent","java.io.IOException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-tools/hadoop-azure/src/main/java/org/apache/hadoop/fs/azure/WasbRemoteCallHelper.java#L129"
"hadoop_ee7d178","org.apache.hadoop.fs.azurebfs.oauth2.CustomTokenProviderAdapter.refreshToken",72,86,"org.apache.hadoop.fs.azurebfs.extensions.CustomTokenProviderAdaptee.getAccessToken","java.io.IOException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-tools/hadoop-azure/src/main/java/org/apache/hadoop/fs/azurebfs/oauth2/CustomTokenProviderAdapter.java#L72"
"hadoop_ee7d178","org.apache.hadoop.fs.cosn.CosNFileReadTask.run",85,117,"java.io.InputStream.close","java.io.IOException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-cloud-storage-project/hadoop-cos/src/main/java/org/apache/hadoop/fs/cosn/CosNFileReadTask.java#L85"
"hadoop_ee7d178","org.apache.hadoop.fs.cosn.CosNFileReadTask.run",85,117,"org.apache.hadoop.fs.cosn.NativeFileSystemStore.retrieveBlock","java.io.IOException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-cloud-storage-project/hadoop-cos/src/main/java/org/apache/hadoop/fs/cosn/CosNFileReadTask.java#L85"
"hadoop_ee7d178","org.apache.hadoop.fs.cosn.CosNFileReadTask.run",85,117,"org.apache.hadoop.io.IOUtils.readFully","java.io.IOException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-cloud-storage-project/hadoop-cos/src/main/java/org/apache/hadoop/fs/cosn/CosNFileReadTask.java#L85"
"hadoop_ee7d178","org.apache.hadoop.fs.obs.OBSCommonUtils.verifyBucketExists",1442,1467,"com.obs.services.ObsClient.headBucket","com.obs.services.exception.ObsException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-cloud-storage-project/hadoop-huaweicloud/src/main/java/org/apache/hadoop/fs/obs/OBSCommonUtils.java#L1442"
"hadoop_ee7d178","org.apache.hadoop.fs.obs.OBSCommonUtils.isFolderEmpty",891,905,"org.apache.hadoop.fs.obs.OBSCommonUtils.innerIsFolderEmpty","com.obs.services.exception.ObsException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-cloud-storage-project/hadoop-huaweicloud/src/main/java/org/apache/hadoop/fs/obs/OBSCommonUtils.java#L891"
"hadoop_ee7d178","org.apache.hadoop.fs.obs.OBSCommonUtils.commonContinueListObjects",836,853,"com.obs.services.ObsClient.listObjects","com.obs.services.exception.ObsException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-cloud-storage-project/hadoop-huaweicloud/src/main/java/org/apache/hadoop/fs/obs/OBSCommonUtils.java#L836"
"hadoop_ee7d178","org.apache.hadoop.fs.obs.OBSCommonUtils.commonListObjects",772,789,"com.obs.services.ObsClient.listObjects","com.obs.services.exception.ObsException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-cloud-storage-project/hadoop-huaweicloud/src/main/java/org/apache/hadoop/fs/obs/OBSCommonUtils.java#L772"
"hadoop_ee7d178","org.apache.hadoop.fs.obs.OBSCommonUtils.deleteObject",362,382,"com.obs.services.ObsClient.deleteObject","com.obs.services.exception.ObsException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-cloud-storage-project/hadoop-huaweicloud/src/main/java/org/apache/hadoop/fs/obs/OBSCommonUtils.java#L362"
"hadoop_ee7d178","org.apache.hadoop.fs.obs.OBSFileSystem.getFileStatus",1214,1230,"org.apache.hadoop.fs.obs.OBSFileSystem.innerGetFileStatus","java.io.IOException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-cloud-storage-project/hadoop-huaweicloud/src/main/java/org/apache/hadoop/fs/obs/OBSFileSystem.java#L1214"
"hadoop_ee7d178","org.apache.hadoop.fs.obs.OBSInputStream.read",457,484,"java.io.InputStream.read","java.io.IOException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-cloud-storage-project/hadoop-huaweicloud/src/main/java/org/apache/hadoop/fs/obs/OBSInputStream.java#L457"
"hadoop_ee7d178","org.apache.hadoop.fs.obs.OBSInputStream.read",577,608,"org.apache.hadoop.fs.obs.OBSInputStream.tryToReadFromInputStream","java.io.IOException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-cloud-storage-project/hadoop-huaweicloud/src/main/java/org/apache/hadoop/fs/obs/OBSInputStream.java#L577"
"hadoop_ee7d178","org.apache.hadoop.fs.obs.OBSInputStream.read",687,718,"org.apache.hadoop.fs.obs.OBSInputStream.tryToReadFromInputStream","java.io.IOException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-cloud-storage-project/hadoop-huaweicloud/src/main/java/org/apache/hadoop/fs/obs/OBSInputStream.java#L687"
"hadoop_ee7d178","org.apache.hadoop.fs.obs.OBSPosixBucketUtils.fsCreateFolder",618,632,"org.apache.hadoop.fs.obs.OBSPosixBucketUtils.innerFsCreateFolder","com.obs.services.exception.ObsException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-cloud-storage-project/hadoop-huaweicloud/src/main/java/org/apache/hadoop/fs/obs/OBSPosixBucketUtils.java#L618"
"hadoop_ee7d178","org.apache.hadoop.fs.s3a.Invoker.retryUntranslated",462,515,"java.lang.Thread.sleep","java.lang.InterruptedException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-tools/hadoop-aws/src/main/java/org/apache/hadoop/fs/s3a/Invoker.java#L462"
"hadoop_ee7d178","org.apache.hadoop.fs.s3a.Invoker.retryUntranslated",462,515,"org.apache.hadoop.io.retry.RetryPolicy.shouldRetry","java.lang.Exception",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-tools/hadoop-aws/src/main/java/org/apache/hadoop/fs/s3a/Invoker.java#L462"
"hadoop_ee7d178","org.apache.hadoop.fs.s3a.Invoker.retryUntranslated",462,515,"org.apache.hadoop.util.functional.CallableRaisingIOE<T>.apply","java.io.IOException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-tools/hadoop-aws/src/main/java/org/apache/hadoop/fs/s3a/Invoker.java#L462"
"hadoop_ee7d178","org.apache.hadoop.ha.ActiveStandbyElector.ensureParentZNode",364,383,"org.apache.hadoop.ha.ActiveStandbyElector.createWithRetries","org.apache.zookeeper.KeeperException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/ha/ActiveStandbyElector.java#L364"
"hadoop_ee7d178","org.apache.hadoop.hdfs.DFSInputStream.actualGetFromOneDataNode",1156,1231,"org.apache.hadoop.fs.ByteBufferReadable.read","java.io.IOException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-hdfs-project/hadoop-hdfs-client/src/main/java/org/apache/hadoop/hdfs/DFSInputStream.java#L1156"
"hadoop_ee7d178","org.apache.hadoop.hdfs.DFSInputStream.actualGetFromOneDataNode",1156,1231,"org.apache.hadoop.hdfs.DFSInputStream.getBlockReader","java.io.IOException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-hdfs-project/hadoop-hdfs-client/src/main/java/org/apache/hadoop/hdfs/DFSInputStream.java#L1156"
"hadoop_ee7d178","org.apache.hadoop.hdfs.DFSInputStream.readWithStrategy",840,890,"org.apache.hadoop.hdfs.DFSInputStream.readBuffer","java.io.IOException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-hdfs-project/hadoop-hdfs-client/src/main/java/org/apache/hadoop/hdfs/DFSInputStream.java#L840"
"hadoop_ee7d178","org.apache.hadoop.hdfs.DFSInputStream.readWithStrategy",840,890,"org.apache.hadoop.hdfs.DFSInputStream.blockSeekTo","java.io.IOException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-hdfs-project/hadoop-hdfs-client/src/main/java/org/apache/hadoop/hdfs/DFSInputStream.java#L840"
"hadoop_ee7d178","org.apache.hadoop.hdfs.DFSOutputStream.completeFile",990,1022,"java.lang.Thread.sleep","java.lang.InterruptedException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-hdfs-project/hadoop-hdfs-client/src/main/java/org/apache/hadoop/hdfs/DFSOutputStream.java#L990"
"hadoop_ee7d178","org.apache.hadoop.hdfs.DataStreamer.createBlockOutputStream",1826,1946,"org.apache.hadoop.hdfs.DataStreamer.createSocketForPipeline","java.io.IOException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-hdfs-project/hadoop-hdfs-client/src/main/java/org/apache/hadoop/hdfs/DataStreamer.java#L1826"
"hadoop_ee7d178","org.apache.hadoop.hdfs.DataStreamer.createBlockOutputStream",1826,1946,"org.apache.hadoop.hdfs.protocol.datatransfer.DataTransferProtoUtil.checkBlockOpStatus","java.io.IOException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-hdfs-project/hadoop-hdfs-client/src/main/java/org/apache/hadoop/hdfs/DataStreamer.java#L1826"
"hadoop_ee7d178","org.apache.hadoop.hdfs.DataStreamer.createBlockOutputStream",1826,1946,"org.apache.hadoop.hdfs.protocol.datatransfer.sasl.SaslDataTransferClient.socketSend","java.io.IOException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-hdfs-project/hadoop-hdfs-client/src/main/java/org/apache/hadoop/hdfs/DataStreamer.java#L1826"
"hadoop_ee7d178","org.apache.hadoop.hdfs.DataStreamer.createBlockOutputStream",1826,1946,"org.apache.hadoop.hdfs.protocol.datatransfer.Sender.writeBlock","java.io.IOException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-hdfs-project/hadoop-hdfs-client/src/main/java/org/apache/hadoop/hdfs/DataStreamer.java#L1826"
"hadoop_ee7d178","org.apache.hadoop.hdfs.DataStreamer.createBlockOutputStream",1826,1946,"org.apache.hadoop.hdfs.protocol.proto.DataTransferProtos$BlockOpResponseProto.parseFrom","java.io.IOException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-hdfs-project/hadoop-hdfs-client/src/main/java/org/apache/hadoop/hdfs/DataStreamer.java#L1826"
"hadoop_ee7d178","org.apache.hadoop.hdfs.DataStreamer.createBlockOutputStream",1826,1946,"org.apache.hadoop.hdfs.protocolPB.PBHelperClient.vintPrefixed","java.io.IOException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-hdfs-project/hadoop-hdfs-client/src/main/java/org/apache/hadoop/hdfs/DataStreamer.java#L1826"
"hadoop_ee7d178","org.apache.hadoop.hdfs.DataStreamer.createBlockOutputStream",1826,1946,"org.apache.hadoop.hdfs.protocolPB.PBHelperClient.vintPrefixed","java.io.EOFException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-hdfs-project/hadoop-hdfs-client/src/main/java/org/apache/hadoop/hdfs/DataStreamer.java#L1826"
"hadoop_ee7d178","org.apache.hadoop.hdfs.DataStreamer.createBlockOutputStream",1826,1946,"org.apache.hadoop.net.NetUtils.getOutputStream","java.io.IOException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-hdfs-project/hadoop-hdfs-client/src/main/java/org/apache/hadoop/hdfs/DataStreamer.java#L1826"
"hadoop_ee7d178","org.apache.hadoop.hdfs.DataStreamer.createBlockOutputStream",1826,1946,"org.apache.hadoop.net.NetUtils.getInputStream","java.io.IOException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-hdfs-project/hadoop-hdfs-client/src/main/java/org/apache/hadoop/hdfs/DataStreamer.java#L1826"
"hadoop_ee7d178","org.apache.hadoop.hdfs.DFSStripedInputStream.createBlockReader",241,287,"org.apache.hadoop.hdfs.DFSInputStream.getBlockReader","java.io.IOException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-hdfs-project/hadoop-hdfs-client/src/main/java/org/apache/hadoop/hdfs/DFSStripedInputStream.java#L241"
"hadoop_ee7d178","org.apache.hadoop.hdfs.DFSStripedInputStream.createBlockReader",241,287,"org.apache.hadoop.hdfs.DFSStripedInputStream.refreshLocatedBlock","java.io.IOException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-hdfs-project/hadoop-hdfs-client/src/main/java/org/apache/hadoop/hdfs/DFSStripedInputStream.java#L241"
"hadoop_ee7d178","org.apache.hadoop.hdfs.MiniDFSCluster.startDataNodes",1743,1843,"org.apache.hadoop.hdfs.MiniDFSCluster.setupDatanodeAddress","java.io.IOException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/MiniDFSCluster.java#L1743"
"hadoop_ee7d178","org.apache.hadoop.hdfs.MiniDFSCluster.startDataNodes",1743,1843,"org.apache.hadoop.hdfs.MiniDFSCluster.makeDataNodeDirs","java.io.IOException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/MiniDFSCluster.java#L1743"
"hadoop_ee7d178","org.apache.hadoop.hdfs.MiniDFSCluster.startDataNodes",1743,1843,"org.apache.hadoop.hdfs.server.datanode.DataNode.instantiateDataNode","java.io.IOException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/MiniDFSCluster.java#L1743"
"hadoop_ee7d178","org.apache.hadoop.hdfs.MiniDFSCluster.startDataNodes",1743,1843,"org.apache.hadoop.hdfs.server.datanode.DataNode.runDatanodeDaemon","java.io.IOException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/MiniDFSCluster.java#L1743"
"hadoop_ee7d178","org.apache.hadoop.hdfs.MiniDFSCluster.startDataNodes",1743,1843,"org.apache.hadoop.hdfs.server.datanode.SecureDataNodeStarter.getSecureResources","java.lang.Exception",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/MiniDFSCluster.java#L1743"
"hadoop_ee7d178","org.apache.hadoop.hdfs.MiniDFSCluster.startDataNodes",1743,1843,"org.apache.hadoop.hdfs.server.datanode.SecureDataNodeStarter.getSecureResources","java.lang.RuntimeException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/MiniDFSCluster.java#L1743"
"hadoop_ee7d178","org.apache.hadoop.hdfs.MiniDFSCluster.startDataNodes",1743,1843,"org.apache.hadoop.hdfs.server.datanode.SecureDataNodeStarter.getSecureResources","java.net.BindException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/MiniDFSCluster.java#L1743"
"hadoop_ee7d178","org.apache.hadoop.hdfs.MiniDFSCluster.startDataNodes",1743,1843,"org.apache.hadoop.io.Text.toString","java.lang.RuntimeException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/MiniDFSCluster.java#L1743"
"hadoop_ee7d178","org.apache.hadoop.hdfs.MiniDFSCluster.startDataNodes",1803,1825,"org.apache.hadoop.hdfs.server.datanode.DataNode.instantiateDataNode","java.io.IOException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/MiniDFSCluster.java#L1803"
"hadoop_ee7d178","org.apache.hadoop.hdfs.TestDFSUpgradeFromImage.recoverAllLeases",574,583,"java.lang.Thread.sleep","java.lang.InterruptedException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/TestDFSUpgradeFromImage.java#L574"
"hadoop_ee7d178","org.apache.hadoop.hdfs.server.balancer.Balancer.run",885,911,"java.lang.Thread.sleep","java.lang.InterruptedException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/balancer/Balancer.java#L885"
"hadoop_ee7d178","org.apache.hadoop.hdfs.server.balancer.Balancer.run",885,911,"org.apache.hadoop.hdfs.server.balancer.Balancer.doBalance","java.io.IOException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/balancer/Balancer.java#L885"
"hadoop_ee7d178","org.apache.hadoop.hdfs.server.balancer.Balancer.run",885,911,"org.apache.hadoop.hdfs.server.balancer.Balancer.doBalance","java.lang.InterruptedException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/balancer/Balancer.java#L885"
"hadoop_ee7d178","org.apache.hadoop.hdfs.server.blockmanagement.BlockManager$MarkedDeleteBlockScrubber.run",5103,5137,"java.lang.Thread.sleep","java.lang.InterruptedException",false,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/blockmanagement/BlockManager.java#L5103"
"hadoop_ee7d178","org.apache.hadoop.hdfs.server.datanode.BPServiceActor.run",880,900,"org.apache.hadoop.hdfs.server.datanode.BPServiceActor.connectToNNAndHandshake","java.io.IOException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/datanode/BPServiceActor.java#L880"
"hadoop_ee7d178","org.apache.hadoop.hdfs.server.datanode.DataXceiverServer.run",226,268,"org.apache.hadoop.hdfs.net.PeerServer.accept","java.io.IOException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/datanode/DataXceiverServer.java#L226"
"hadoop_ee7d178","org.apache.hadoop.hdfs.server.datanode.DataXceiverServer.run",226,268,"org.apache.hadoop.hdfs.net.PeerServer.accept","java.net.SocketTimeoutException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/datanode/DataXceiverServer.java#L226"
"hadoop_ee7d178","org.apache.hadoop.hdfs.server.datanode.DataXceiverServer.run",226,268,"org.apache.hadoop.hdfs.server.datanode.DataXceiver.create","java.io.IOException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/datanode/DataXceiverServer.java#L226"
"hadoop_ee7d178","org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.ProvidedVolumeImpl$ProvidedBlockPoolSlice.fetchVolumeMap",163,171,"org.apache.hadoop.hdfs.server.common.blockaliasmap.BlockAliasMap<FileRegion>.getReader","java.io.IOException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/datanode/fsdataset/impl/ProvidedVolumeImpl.java#L163"
"hadoop_ee7d178","org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.TestReplicaCachingGetSpaceUsed.testFsDatasetImplDeepCopyReplica",165,175,"org.apache.hadoop.hdfs.server.datanode.fsdataset.FsDatasetSpi<?>.deepCopyReplica","java.io.IOException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/server/datanode/fsdataset/impl/TestReplicaCachingGetSpaceUsed.java#L165"
"hadoop_ee7d178","org.apache.hadoop.hdfs.server.namenode.FSDirEncryptionZoneOp$EDEKCacheLoader.run",585,611,"java.lang.Thread.sleep","java.lang.InterruptedException",false,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/FSDirEncryptionZoneOp.java#L585"
"hadoop_ee7d178","org.apache.hadoop.hdfs.server.namenode.FSDirEncryptionZoneOp$EDEKCacheLoader.run",585,611,"org.apache.hadoop.crypto.key.KeyProviderCryptoExtension.warmUpEncryptedKeys","java.io.IOException",false,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/FSDirEncryptionZoneOp.java#L585"
"hadoop_ee7d178","org.apache.hadoop.hdfs.server.namenode.FSDirEncryptionZoneOp$EDEKCacheLoader.run",585,611,"org.apache.hadoop.crypto.key.KeyProviderCryptoExtension.warmUpEncryptedKeys","java.io.IOException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/FSDirEncryptionZoneOp.java#L585"
"hadoop_ee7d178","org.apache.hadoop.hdfs.server.namenode.FSNamesystem$LazyPersistFileScrubber.run",4632,4659,"java.lang.Thread.sleep","java.lang.InterruptedException",false,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/FSNamesystem.java#L4632"
"hadoop_ee7d178","org.apache.hadoop.hdfs.server.namenode.FSNamesystem$LazyPersistFileScrubber.run",4632,4659,"org.apache.hadoop.hdfs.server.namenode.FSNamesystem$LazyPersistFileScrubber.clearCorruptLazyPersistFiles","java.io.IOException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/FSNamesystem.java#L4632"
"hadoop_ee7d178","org.apache.hadoop.hdfs.server.namenode.ReencryptionHandler.run",328,372,"java.lang.Object.wait","java.lang.InterruptedException",false,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/ReencryptionHandler.java#L328"
"hadoop_ee7d178","org.apache.hadoop.hdfs.server.namenode.ReencryptionHandler.run",328,372,"org.apache.hadoop.hdfs.server.namenode.ReencryptionHandler.reencryptEncryptionZone","java.io.IOException",false,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/ReencryptionHandler.java#L328"
"hadoop_ee7d178","org.apache.hadoop.hdfs.server.namenode.ReencryptionHandler.run",328,372,"org.apache.hadoop.hdfs.server.namenode.ReencryptionHandler.reencryptEncryptionZone","java.io.IOException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/ReencryptionHandler.java#L328"
"hadoop_ee7d178","org.apache.hadoop.hdfs.server.namenode.ReencryptionHandler.run",328,372,"org.apache.hadoop.hdfs.server.namenode.ReencryptionHandler.reencryptEncryptionZone","java.lang.InterruptedException",false,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/ReencryptionHandler.java#L328"
"hadoop_ee7d178","org.apache.hadoop.hdfs.server.namenode.ReencryptionHandler.run",328,372,"org.apache.hadoop.hdfs.server.namenode.ReencryptionHandler$ReencryptionPendingInodeIdCollector.checkPauseForTesting","java.lang.InterruptedException",false,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/ReencryptionHandler.java#L328"
"hadoop_ee7d178","org.apache.hadoop.hdfs.server.namenode.SecondaryNameNode.doWork",341,379,"java.lang.Thread.sleep","java.lang.InterruptedException",true,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/SecondaryNameNode.java#L341"
"hadoop_ee7d178","org.apache.hadoop.hdfs.server.namenode.SecondaryNameNode.doWork",341,379,"org.apache.hadoop.hdfs.server.namenode.SecondaryNameNode.shouldCheckpointBasedOnCount","java.io.IOException",false,"https://github.com/apache/hadoop/tree//ee7d178//hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/SecondaryNameNode.java#L341"
